Name,Price,Vin Number,Vehicle Summary,Top features & Specs
2012 Jeep Grand Cherokee,"$20,499",1C4RJFAG3CC348753,"52,242 miles, automatic transmission, four wheel drive, 290 horsepower, flex-fuel (FFV) engine, 16 city / 23 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Navigation System, Remote Keyless Entry, Remote Start, Steering Wheel Controls, Handsfree/Bluetooth Integration, Premium Sound System, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Roof Rails, Trailer Hitch"
2017 Volkswagen Golf Alltrack,"$21,999",3VWH17AU5HM532490,"48,389 miles, automated manual transmission, all wheel drive, 170 horsepower, gas engine, 22 city / 30 hwy, 5 Seats","Adaptive Cruise Control, Keyless Ignition, Steering Wheel Controls, Fender Premium Audio System, Handsfree/Bluetooth Integration, No pressure, Rear Parking Sensors, Rear-View Camera, Roof Rails"
2017 Dodge Challenger,"$27,499",2C3CDZBTXHH548631,"68,455 miles, automatic transmission, rear wheel drive, 372 horsepower, gas engine, 15 city / 23 hwy, 5 Seats","Dual-Zone Climate Control, Remote Keyless Entry, Steering Wheel Controls, Handsfree/Bluetooth Integration, Stability Control, Tire Pressure Monitoring System, Halogen Headlights, Heated Mirrors"
2019 Ford F-150,"$46,499",1FTEW1E43KFA99497,"21,968 miles, automatic transmission, four wheel drive, 375 horsepower, gas engine, 19 city / 24 hwy, 5'7” bed length, 6 Seats","Dual-Zone Climate Control, Heated Seats, Keyless Ignition, Navigation System, Seat Memory, Steering Wheel Controls, Wi-Fi Hotspot, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Trailer Backup Assist, Turn Signal Mirrors"
2018 Nissan Altima,"$22,499",1N4AL3AP0JC238154,"33,132 miles, automatic transmission, front wheel drive, 179 horsepower, gas engine, 26 city / 37 hwy, 5 Seats","Heated Seats, Navigation System, Passive Keyless Entry, Remote Start, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Collision Warning System, Rear-View Camera, Tire Pressure Monitoring System, Halogen Headlights"
2018 Land Rover Discovery Sport,"$32,499",SALCP2RX3JH733823,"22,377 miles, automatic transmission, all wheel drive, 237 horsepower, gas engine, 21 city / 25 hwy, 7 Seats","Auto Climate Control, Dual-Zone Climate Control, Keyless Ignition, Navigation System, Rain-Sensing Wipers, Steering Wheel Controls, Smart Device Integration, Blind Spot Monitor, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Halogen Headlights, Heated Mirrors"
2017 Ram 1500,"$45,499",1C6RR7PTXHS785141,"16,764 miles, automatic transmission, four wheel drive, 395 horsepower, gas engine, 15 city / 21 hwy, 5'7” bed length, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Navigation System, Rain-Sensing Wipers, Remote Keyless Entry, Remote Start, Seat Memory, Steering Wheel Controls, Handsfree/Bluetooth Integration, Subwoofer, Rear-View Camera, Trailer Brake Controller"
2018 INFINITI QX60,"$35,999",5N1DL0MM5JC527338,"23,910 miles, automatic transmission, all wheel drive, 295 horsepower, gas engine, 19 city / 26 hwy, 7 Seats","Heated Seats, Heated Steering Wheel, Keyless Ignition, Navigation System, Power Liftgate, Rain-Sensing Wipers, Remote Start, Three-Zone Climate Control, Handsfree/Bluetooth Integration, Front Parking Sensors, Rear-View Camera, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Roof Rails, Turn Signal Mirrors"
2017 Chrysler Pacifica,"$32,999",2C4RC1GG9HR603604,"42,409 miles, automatic transmission, front wheel drive, 287 horsepower, gas engine, 18 city / 28 hwy, 8 Seats","Adaptive Cruise Control, Heated Seats, Heated Steering Wheel, Navigation System, Rain-Sensing Wipers, Remote Keyless Entry, Remote Start, Harman/Kardon Sound System, Rear Seat Entertainment, Blind Spot Monitor, Lane Departure Warning, No pressure, Rear-View Camera, Stability Control, Trailer Wiring"
2017 Kia Sorento,"$24,999",5XYPH4A5XHG261411,"56,979 miles, automatic transmission, front wheel drive, 290 horsepower, gas engine, 18 city / 25 hwy, 7 Seats","Adaptive Cruise Control, Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Keyless Ignition, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Fog Lights, Heated Mirrors, Roof Rails, Turn Signal Mirrors"
2017 Toyota Corolla,"$20,590",5YFBURHE0HP705464,"13,356 miles, automatic transmission, front wheel drive, 28 city / 35 hwy, 5 Seats","Dynamic Cruise Control, Keyless Entry, Power Trunk Release, Tilt & Telescoping Wheel, Bluetooth Wireless, Lane Departure Alert, Stability Control, LED Headlamps"
2017 Dodge Durango,"$34,000",1C4SDJET0HC653184,"71,650 miles, automatic transmission, all wheel drive, 360 horsepower, gas engine, 18 city / 25 hwy, 6 Seats","Adaptive Cruise Control w/Stop, Cooled Driver Seat, Heated Driver Seat, Heated Steering Wheel, Keyless Entry, Navigation, Power Driver Seat, Power Liftgate, Rain Sensing Wipers, Remote Engine Start, Seat Memory, Steering Wheel Controls, iPod/MP3 Input, Premium Sound System, Smart Device Integration, Advanced Brake Assist, Blind Spot Monitor, Electronic Stability Control, Full Speed Forward Collision Warning Plus, Lane Departure Warning Plus, Auto-Off Headlights, Awd, Black Roof Rails, Heated Mirrors, Integrated Turn Signal Mirrors, Trailer Hitch"
2018 Ford Explorer,"$36,499",1FM5K8GT9JGC46872,"24,397 miles, automatic transmission, all wheel drive, 16 city / 22 hwy, 7 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Keyless Entry Keypad, Navigation System, Remote Start, Steering Wheel Controls, Premium Sound System, Smart Device Integration, Wi-Fi Hotspot, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Roof Rails, Turn Signal Mirrors"
2019 Dodge Charger,"$30,999",2C3CDXHG0KH545825,"22,023 miles, automatic transmission, rear wheel drive, 300 horsepower, gas engine, 19 city / 30 hwy, 5 Seats","Dual-Zone Climate Control, Navigation System, Remote Keyless Entry, Remote Start, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Premium Sound System, Wi-Fi Hotspot, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, LED Fog Lights"
2019 Subaru Impreza,"$23,499",4S3GTAD63K3746941,"6,543 miles, automatic transmission, all wheel drive, 152 horsepower, gas engine, 28 city / 36 hwy, 5 Seats","Adaptive Cruise Control, Heated Seats, Keyless Entry, Steering Wheel Controls, Wi-Fi Hotspot, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, Rear-View Camera, Tire Pressure Monitoring System, Halogen Headlights, Heated Mirrors, Roof Rails"
2018 Ford Mustang,"$28,499",1FA6P8TH5J5154073,"22,193 miles, manual transmission, rear wheel drive, 21 city / 31 hwy, 4 Seats","Keyless Entry, Steering Wheel Controls, Blind Spot Monitor, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights"
2017 MINI Hardtop 2 Door,"$21,990",WMWXP7C5XH3B93455,"41,232 miles, automatic transmission, front wheel drive, 23 city / 32 hwy, 4 Seats","Heated Seats, Keyless Entry, Power Trunk Release, Tilt & Telescoping Wheel, Bluetooth Wireless, Dynamic Traction Control, Fog Lights, Premium Wheels"
2020 Alfa Romeo Giulia,"$37,999",ZARFANBN3L7629847,"19,542 miles, automatic transmission, all wheel drive, 280 horsepower, gas engine, 23 city / 31 hwy, 5 Seats","Auto Climate Control, Heated Seats, Keyless Ignition, Seat Memory, Steering Wheel Controls, Android Auto, Apple Carplay, Front Parking Sensors, No pressure, Rear-View Camera, LED Lights"
2020 Chevrolet Malibu,"$21,998",1G1ZD5ST9LF040667,"63,018 miles, automatic transmission, front wheel drive, 160 horsepower, gas engine, 29 city / 36 hwy, 5 Seats","Keyless Open  front doors, Android Auto, Apple CarPlay, Audio  phone, turbo DOHC"
2018 GMC Terrain,"$25,990",3GKALWEU0JL291005,"74,832 miles, automatic transmission, all wheel drive, 137 horsepower, diesel engine, 28 city / 38 hwy, 5 Seats","Heated Seats, Push Button Start, Tilt & Telescoping Wheel, Bluetooth Wireless, Fog Lights"
2020 Ford F-150,"$59,999",1FTEW1C59LFC04458,"4,021 miles, automatic transmission, rear wheel drive, 395 horsepower, flex-fuel (FFV) engine, 17 city / 23 hwy, 5'7” bed length, 5 Seats","Heated Seats, Heated Steering Wheel, Keyless Entry, Navigation System, Remote Start, Seat Memory, Bang & Olufsen Sound System, Wi-Fi Hotspot, Blind Spot Monitor, Collision Warning System, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Trailer Backup Assist"
2018 Nissan Murano,"$30,499",5N1AZ2MGXJN119557,"22,669 miles, automatic transmission, front wheel drive, 260 horsepower, gas engine, 21 city / 28 hwy, 5 Seats","Adaptive Cruise Control, Auto Climate Control, Dual-Zone Climate Control, Heated Steering Wheel, Navigation System, Passive Keyless Entry, Rear Heated Seats, Remote Start, Seat Memory, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Subwoofer, Blind Spot Monitor, Collision Warning System, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Roof Rails, Turn Signal Mirrors"
2017 Ford Explorer,"$21,499",1FM5K7B82HGB39220,"75,961 miles, automatic transmission, front wheel drive, 290 horsepower, flex-fuel (FFV) engine, 17 city / 24 hwy, 7 Seats","Steering Wheel Controls, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Roof Rails"
2016 Mercedes-Benz GLE-Class,"$31,499",4JGDA5JB1GA670216,"50,436 miles, automatic transmission, rear wheel drive, 302 horsepower, gas engine, 18 city / 24 hwy, 5 Seats","Dual-Zone Climate Control, Heated Seats, Keyless Entry, Navigation System, Power Liftgate, Steering Wheel Controls, Handsfree/Bluetooth Integration, Blind Spot Monitor, Collision Warning System, Front Parking Sensors, Rear-View Camera, Automatic Headlights, Roof Rails, Turn Signal Mirrors"
2019 Volkswagen Jetta,"$20,590",3VWC57BU4KM151315,"11,865 miles, automatic transmission, front wheel drive, 147 horsepower, gas engine, 30 city / 40 hwy, 5 Seats","Keyless Entry, Tilt & Telescoping Wheel, Bluetooth Wireless, Electronic Stability Control, LED Headlamps"
2019 Jaguar F-PACE,"$38,999",SADCJ2FX3KA355868,"22,177 miles, automatic transmission, all wheel drive, 247 horsepower, gas engine, 22 city / 27 hwy, 5 Seats","Dual-Zone Climate Control, Power Liftgate, Rain-Sensing Wipers, Remote Keyless Entry, Remote Start, Seat Memory, Steering Wheel Controls, Aux Audio Adapter, Meridian Sound System, Smart Device Integration, Front Parking Sensors, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Turn Signal Mirrors"
2016 BMW 4 Series,"$42,499",WBA3T7C59G5A38344,"12,542 miles, automatic transmission, all wheel drive, 300 horsepower, gas engine, 20 city / 29 hwy, 4 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Rain-Sensing Wipers, Remote Keyless Entry, Seat Memory, Steering Wheel Controls, Harman/Kardon Sound System, Smart Device Integration, Head-Up Display, Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Turn Signal Mirrors"
2020 Nissan Titan,"$40,990",1N6AA1EF7LN501850,"17,319 miles, automatic transmission, rear wheel drive, 400 horsepower, gas engine, 16 city / 22 hwy, 5'7” bed length, 6 Seats","ABS (4-Wheel), AM/FM Stereo, Air Conditioning, Alarm System, Alloy Wheels, Backup Camera, Blind-Spot Monitor, Bluetooth Wireless, CD/MP3 (Single Disc), Dual Air Bags, F&R Head Curtain Air Bags, Hill Start Assist, Intelligent Cruise Control, Keyless Entry, Knee Air Bags, Lane Departure Warning System, NissanConnect, Power Door Locks, Power Steering, Power Windows"
2020 Subaru Outback,"$36,499",4S4BTGND2L3193464,"20,590 miles, automatic transmission, all wheel drive, 260 horsepower, gas engine, 23 city / 30 hwy, 5 Seats","Adaptive Cruise Control, Auto Climate Control, Dual-Zone Climate Control, Heated Steering Wheel, Navigation Package, Rear Heated Seats, Remote Keyless Entry, Seat Memory, Steering Wheel Controls, Handsfree/Bluetooth Integration, Harman/Kardon Sound System, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, Rear-View Camera, Tire Pressure Monitoring System, LED Fog Lights, Roof Rails, Turbocharger, Turn Signal Mirrors"
2017 Volkswagen Golf GTI,"$24,499",3VW447AU0HM015653,"40,923 miles, automated manual transmission, front wheel drive, 220 horsepower, gas engine, 24 city / 32 hwy, 5 Seats","Heated Seats, No pressure, Rear-View Camera, Turn Signal Mirrors"
2019 Chevrolet Camaro,"$29,999",1G1FB1RS9K0158086,"38,063 miles, automatic transmission, rear wheel drive, 335 horsepower, gas engine, 20 city / 30 hwy, 4 Seats","Auto Climate Control, Keyless Entry, Handsfree/Bluetooth Integration, Wi-Fi Hotspot, Rear-View Camera, Stability Control, Tire Pressure Monitoring System"
2019 GMC Sierra 1500,"$54,999",1GTP9EEL8KZ189967,"62,470 miles, automatic transmission, four wheel drive, 420 horsepower, gas engine, 15 city / 20 hwy, 5'10” bed length, 5 Seats","Navigation, Bluetooth streaming, Bose Premium Audio System, Automatic braking, Departure Warning, Diagonal multi-color digital display, Forward Collision, HD Surround Vision, Rear park assist, Side Blind Zone Alert, (TQ5) IntelliBeam headlamps, All-season  blackwall| tires"
2017 Honda HR-V,"$23,499",3CZRU5H55HM710667,"4,077 miles, automatic transmission, front wheel drive, 141 horsepower, gas engine, 28 city / 34 hwy, 5 Seats","Heated Seats, Keyless Entry, Steering Wheel Controls, Smart Device Integration, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Turn Signal Mirrors"
2019 Nissan Frontier,"$27,590",1N6AD0ER2KN759235,"48,870 miles, automatic transmission, rear wheel drive, 16 city / 23 hwy, 4'12” bed length, 5 Seats","Keyless Entry, Bluetooth Wireless"
2019 Dodge Grand Caravan,"$24,478",2C4RDGCG0KR782161,"61,739 miles, automatic transmission, front wheel drive, 283 horsepower, gas engine, 17 city / 25 hwy, 7 Seats"," 1 LCD Monitor In The Front,  10-Way Power Driver Seat -inc: Power Recline  Height Adjustment  Fore/Aft Movement  Cushion Tilt and Power 2-Way Lumbar Support,  160 Amp Alternator,  2 Seatback Storage Pockets,  20 Gal. Fuel Tank,  2nd Row Stow 'N Go Bucket Seats,  3 12V DC Power Outlets,  3.16 Axle Ratio,  4-Way Passenger Seat -inc: Manual Recline and Fore/Aft Movement,  4-Wheel Disc Brakes w/4-Wheel ABS  Front Vented Discs  Brake Assist and Hill Hold Control,  40GB Hard Drive w/28GB Available,  50 State Emissions,  6 Speakers,  6.5"" Touchscreen Display,  730CCA Maintenance-Free Battery w/Run Down Protection,  ABS And Driveline Traction Control,  AM/FM Stereo w/Seek-Scan  In-Dash Mounted Single CD  MP3 Player  Clock and Steering Wheel Controls,  Air Filtration,  Airbag Occupancy Sensor,  Analog Appearance"
2018 Chevrolet Camaro,"$32,999",1G1FC1RS8J0114737,"17,326 miles, manual transmission, rear wheel drive, 335 horsepower, gas engine, 20 city / 30 hwy, 4 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Keyless Entry, Navigation System, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Wi-Fi Hotspot, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, LED Lights"
2015 Lexus ES 350,"$25,990",JTHBK1GGXF2175041,"40,401 miles, automatic transmission, front wheel drive, 268 horsepower, gas engine, 21 city / 31 hwy, 5 Seats","Heated Seats, Keyless Start, Power Trunk Release, Tilt & Telescoping Wheel, Bluetooth Wireless, Blind-Spot Monitor, Parking Sensors, Stability Control, Fog Lights"
2019 Dodge Journey,"$24,999",3C4PDDEG8KT745889,"48,812 miles, automatic transmission, all wheel drive, 283 horsepower, gas engine, 16 city / 24 hwy, 7 Seats"," 1 LCD Monitor In The Front,  10-Way Power Driver Seat -inc: Power Height Adjustment  Fore/Aft Movement  Cushion Tilt  Manual Recline and Power 4-Way Lumbar Support,  160 Amp Alternator,  2 Seatback Storage Pockets,  21.1 Gal. Fuel Tank,  3.16 Axle Ratio,  368w Regular Amplifier,  4 12V DC Power Outlets,  4 12V DC Power Outlets and 1 120V AC Power Outlet,  4-Way Passenger Seat -inc: Manual Recline and Fore/Aft Movement,  4-Wheel Disc Brakes w/4-Wheel ABS  Front Vented Discs and Brake Assist,  40-60 Folding Split-Bench Front Facing Manual Reclining Tilt ft.n Slide Fold Forward Seatback Rear Seat w/Manual Fore/Aft,  50 State Emissions,  525CCA Maintenance-Free Battery w/Run Down Protection,  7 Performance Speakers,  Air Filtration,  Airbag Occupancy Sensor,  Auto On/Off Aero-Composite Halogen Daytime Running Headlamps w/Delay-Off,  Black Side Windows Trim,  Body-Colored Door Handles"
2018 Dodge Charger,"$30,499",2C3CDXJG5JH231466,"26,669 miles, automatic transmission, all wheel drive, 300 horsepower, gas engine, 18 city / 27 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Steering Wheel, Keyless Entry, Navigation System, Rear Heated Seats, Remote Start, Seat Memory, Steering Wheel Controls, Handsfree/Bluetooth Integration, Premium Sound System, Blind Spot Monitor, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors"
